sentiment,review_body,product_category
-1,I am a sucker for a peasant dress. i love anything i can toss with a pair flats and head out the door  but this dress is ridiculous. i look like a schoolmarm. the white bib collar takes this dress into costume territory. i love one september and have many items from the brand that i wear regularly  so i'm bummed that this wasn't what i expected. i knew it would have flow  but it's more billowy than i wanted. stay away unless you want to look like a little girl on the first day of school.,Dresses
-1,I purchased the dress with the bow-back shift in peach because i loved it's nautical theme pattern.  when i recurve do the dress  i found it to be stiff and boxy.  being a petite  short-waisted person  the top portion of the stress hung on my body awkwardly.  my bra strap was showing in the back  and the dress needed to be pulled up about 2 inches to properly sit on my frame.    i returned the dress,Dresses
-1,"Was excited to receive this dress  as it had some great reviews. however  of the love was coming from the 5'5""+ set. as a petite  this didn't work well for me  and the fabric flattened me out in the bust in an awkward way. returned.",Dresses
-1,I wanted to love this dress  however it has no shape to it. it is also somewhat see through  so something needs to be worn under it. i feel like i received a dress that has been stretched out and returned. i'm extremely disappointed. i do not recommend.,Dresses
-1,I saw this dress online  and i thought it was perfectly cute! however  once i tried it on at home  it just didn't work. one of the buttons broke in half as i tried unbuttoning  and once i got it on  the dress was so small that the cuffs cut off circulation to my forearm. (i'm 5'7'' and ~126 lbs and purchased in size 2). i didn't even try buttoning all the way. i took it back  and i don't even think i want a larger size. the buttons are just too fragile.,Dresses
0,I really wanted to love this dress! the quality is great  and the overall look is so lovely. however  i tried two different sizes (petite s and petite xs) and it still looked too baggy/big. the upper part is wider than it appears. also  the photos shows the bottom two buttons buttoned up. however  the dress doesn't actually have any loop holes or button holes  so it just hangs open. very sad to have to return both dresses.,Dresses
0,This truly is a dress and not a tunic. i normally wear a medium but they were sold out so i thought i would try a l petite. i am only 5'4 and the large p was really long. i could definitely wear as a dress with tights. i am hoping it comes back in stock so i can try a medium p. unfortunately it is going back. cute sweater as pictured on the model!,Dresses
0,"I really wanted to like this dress. i am 5'3"" 125 lbs and this dress was about 4 inches too long. the hem created a puddle around my feet. i've bought other maxis from retailer without this problem. sadly it went back to the store.",Dresses
0,Such a cute dress it was just way too big in the back of the dress  too much fabric  it just hung with  no form around waist. it appeared more fitted on the model than the one i received. dress was quite  a bit longer in the back so i felt like the front was riding up just in the minutes of trying it on.   sadly i have to return it. it did come with an underneath slip which was necessary as the fabric was very  thin.  recommend with caution to sizing.,Dresses
0,I wanted this dress so bad for a trip to hawaii. i sized up when i saw the side zip because i'm a little larger in the top than bottom  but whoa... even when sizing up  i think i would have needed to size up like 3x to get this to work. the dress is adorable  and if you have a smaller bust  it will work for you... so sad it wouldn't work for me.,Dresses
0,This dress is the perfect combination of bohemian chic. however  the slip below the dress runs a tad bit small. i have a wide rib cage and normally wear between a 04-06. the dress would have been just perfect if the slip was a bit larger.,Dresses
0,I was disappointed that this dress had no pockets  as every picture on this website suggests. otherwise  it is a great color and shape. still sad though...,Dresses
0,The dress is adorable and has a very nice fabric and a slip that goes underneath. it was just too big for me even as a swing dress.,Dresses
0,I fell in love with this dress online. i listened to the reviews and ordered a size up. i got it in the mail and couldn't wait to try it on! i was sad that to find  that while it was tight across the chest and the keyhole in the back seemed to pull  it was really large in the body. in addition  while the lace is beautiful it is very fragile. i still think this is a great dress but definitely for someone who is small chested. for reference i am a 32dd and size 2-4 and i ordered a medium.,Dresses
1,I tried this on at the store and i agree with the other reviewwers on the sizing. instead of purchasing my usual size 6  i bought the size 8 as it was indeed a bit tight in the chest for my 34d chest but it was no biggie as they had my size. i love all the embroidery and lace  the length  color and detail on this one. it's also soft and made from cotton so it will be just perfect for summertime and will look adorable with tights and boots and a cardi or jean jacket in the fall:),Dresses
1,I was lucky enough to hit retailer day in san diego and snagged this little number - it is truly better looking in person. the dress hugs in all the right places and actually fits tighter than the model shows  but the material is that soft  but stretchy and gently molds to the shape of your body. i was really surprised  i would have never tried this dress from the photo shown. so glad i went in - it's really adorable!,Dresses
1,"I bought this dress in both the red and black motifs and love them both. i'm 5'7"" and usually a medium  but i found the medium to run a little larger than expected. it's fine if you want the dress to hang looser on your body  otherwise  consider trying it a size down.",Dresses
1,"I like this dress because it has a 60's vibe. however  if this swing style is too long  it just looks dowdy. this dress was too long  so i shortened and redeemed mine. i am 5'3 1/2"" and 120 lbs. this style looks best on me just above the kneecap. if you try it on and hate it  it's probably because it's too long. in the winter i wear this with a long sweater (knee length) with a waistband in it to give it shape and with boots. the dress is lined but it is very  very sheer and requires a slip. or ",Dresses
1,"Lovely dress. the beautiful colors are exactly as shown on the website. i'm 5'2"" and it reaches about midway down my shin. i'm normally a size 0 and i ordered the x-small and it fits perfectly. definitely a keeper!",Dresses
1,Love this dress! it can be dressed up or down and its very comfortable. i got the ps  but could have probably fit into a pxs since the style is rather loose.,Dresses
1,This dress is even better in person! i am usually a size 2 and i went up to a 4. it is my favorite dress this spring! it is so cute with booties or sandals. i would say that it runs slightly small  so you should get the next size up if you're busty or have hips. it has been selling fast  you should get it while you can! :),Dresses
1,Super comfortable and cute!! i have received tons of compliments one this dress. the material is soft and the print/colors are awesome. this dress will get a lot of use over fall  winter and spring. runs a little big. i am typically a s but chose the xs . love love love!,Dresses
1,"I don't think it's possible to say enough good things about this dress! the fit is beautiful (i'm 5'6""  130lbs  and am a 32h ) the material is soft and swishes around your legs in a delightful way  and the length has all the positives of a maxi dress without dragging on the ground. it doesn't show bra straps. it looks good with either heels or a trusty pair of birkenstocks. the pattern is fun. essentially  it's the perfect summer dress.",Dresses
-1,Disappointment city with this one and i am so lucky i had a coupon because if i would have paid the full $128 they are asking  i would be a tad skewed. not just thin material but thin and cheap feeling. doesn't itch but i seriously expected a lot more from retailer. i have noted the name of the designer and have promised myself to never buy this label again. big loser.,Fine gauge
-1,I was so excited to try this on in the store  because i've had my eye on it online. unfortunately  it is not like the picture. the material is very thin  almost translucent. i also could not figure out how it get it on! the cape has short sleeves  not long  as it appears in the picture  and the folds of fabric would not drape quite right in the front. love the look of black design on white. hopefully retailer can redo this in a thicker cape for the fall  but for now  i'll skip this one.,Fine gauge
-1,Based on the strength of the other reviews  i thought this sweater would be amazing  but i was disappointed. the knit is very thin  cheap looking and weak that it won't last a season undamaged. it reminds me of a duster i bought 15 years ago at a discount fast-fashion retailer when i was a student. sloppy looking with lots of creases out of the package. collar is odd and the sleeve openings have an annoying flare. the drape is not structured enough--everything about this screams over priced bath,Fine gauge
-1,I loved the way it looks on. fit tts. only problem for me was it was so itchy. there is that small amt. of wool in it. if you have any problem with wool this may not work for you,Fine gauge
-1,The sweater was nice but not as long as on the model. it was itchy also. this sweater was not what i had expected. their was nothing exceptional about it to spend that kind of hard earned cash  sorry retailer. i sent it back .,Fine gauge
-1,"This top looks great on the model -- a petite frame  small-busted body.  i am 5'2"" and have a large bust and curvy hips. this top hit in all the wrong places. the front looks very cropped and frumpy  if you have a large bust. the width of the top of very boxy.  the top is very soft and comfortable and the color is pretty.",Fine gauge
-1,The fit was not flattering at all  but the worst part was the colors were really dull and not bright as shown in the online photos.,Fine gauge
-1,Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey  like the picture. it's a black and white checkered pattern. so  it doesn't look at all grey irl.    i'm still recommending because  if you get the right size  and like the colors  it will be a nice  light and comfy swea,Fine gauge
-1,I wanted to love this sweater. the lavender color and design with the pleated back was beautiful. however when i put it on  it added at least 20 pounds to my frame. unfortunately it's going back since the cut just doesn't work on my frame.,Fine gauge
0,I want to like this sweater. the color is lovely  more of a grayish blue  and the design is nice. the quality is amazingly good  as it's thick without being too thick and very soft. but the design is odd and quite unflattering! i got the xsmall but it's two big. the sleeves have a very low shoulder so they almost have a wing like look. it doesn't look like it does on this model. the waist area is a lot bigger  so it does sit on your hips  however the sweater isn't slimming cause of the odd shape,Fine gauge
0,This top is pretty and i'm sad it didn't work out for me. i'm 5'9  145 lbs and i found it to be short and boxy in the torso (tried on a s  m and l). also material in the front is super staticky - i hate that feeling.,Fine gauge
0,I really like the color of this and the feel  but that is where it ends. it does not come with the gorgeous flattering belt that it is pictured with  and is cut without shape so it does not fit to your body and show off any glorious womanly curves. i could purchase the belt with it  but i don't prefer to purchase products that cannot stand on their own.,Fine gauge
0,I love the looks of this sweater on the model! after receiving it  it was still very pretty and stylish to look at. my problem is that i am petite  and the sweater seemed to run very large. it wasn't very fitted. i think the detailing in the back would look better fitted. it made me look rather dowdy and/or matronly unlike how it looks on the model. i think that was because it was just too big. i returned it.,Fine gauge
0,I'm not much for ponchos  but this one looked unique. it is thin  kind of a felt material - that was expected - but i was surprised to find it was shorter at waist than how it appears online   and it was wide horizontally. the colors were more muted and the design was slightly off center unlike pic. the turtleneck was thick and itchy. it was a return.,Fine gauge
0,I love this blouse on the model online. however  i couldn't get it to lay right and the material was a little scratchy for me. did not like the glittery thread.,Fine gauge
0,This jacket is extremely soft and comfortable  with a heavier textured fabric. i think it is expensive for what it is--$138--probably best to wait for a sale,Fine gauge
0,This sweater is much more cropped than shown. the sweater i received was only 24 inches long. the color of the trim is black  not the navy or plum that i expected. quality does seem good.,Fine gauge
0,This is a beautiful tunic. i wanted it to work so much but i couldn't get past the itch factor. also  the sleeves were shorter than i expected. when i wore a light tee underneath  it didn't move well and looked bulky so sadly it went back to the store. if the material doesn't bother you  buy this. would look great w/ tights/leggings and boots.,Fine gauge
1,"This is a beautiful sweater/tunic/dress. i ordered in the mustard color  and wearing it will brighten my day on a dreary winter morning. it is so hard to find winter clothes in bright colors. the sweater is soft and not itchy. it is a bit longer than i expected...maybe 35"" (i am 5'7"")  but that is just fine! it can be worn with leggings or tights. dressed up or dressed down. i couldn't be more pleased.",Fine gauge
1,The design on the blue sweater is actually a dark navy (not black  as i thought it was)  but it still looks beautiful with black underneath. rather than jeans like it's shown  the v-neck is a nice change from other cardigans i have - looks great with a cami or another v-neck underneath it. soft  nice medium-weight and not at all itchy. happy with this as an easy everyday sweater.,Fine gauge
1,Yay for the return of shirts that show your form but don't reveal the flaws! i bought this in cream which only seems to be in stores right now. the stripes on the cream version are vibrant and beautiful. the weight of the top is very nice and really hugs your shape. i did think it ran a tad small. i bought the large but also could have worn the medium.,Fine gauge
1,I'm not usually a fan of simple crewneck sweaters but this one has some nice added details that make it a keeper. the dark red oxblood color is really nice (it manages to be a red sweater without feeling overly holiday)  the detailing at shoulder/chest is interesting yet subtle enough to not be distracting and doesn't feel bulky at all  the dropped shoulder seams are done correctly and without the body becoming boxy. it does feel like it might run a tad bit large  but only very slightly  not eno,Fine gauge
1,Love! adds texture and femininity to a basic sweater. ordered a small so i could layer. if you're busty or between a s and m  you may want to size up.,Fine gauge
1,I give this sweater a five star review. i am always thrilled to be able to add a cardigan or caccoon sweater that is a color that is different than black or white.this pairs beautifully with so many of the shells and sleeveless shirts that i have from retailer.yes this sweater is extremely delicate  it didn't pull at all while i was trying it on. this will be a great transition sweater.,Fine gauge
1,Interesting and different cut. sleeves are very long as pictured and that goes for xs----and i have long arms---hit the end of fingertips. the orange is burnt orange and on the brighter side. didn't really work for me---didn't want to be bothered with the sleeve thang.,Fine gauge
1,Lovely sweater. it fits baggy and form fitted somehow. i like the multi-fabric look. however  the main body of the sweater does shed!!! like  i just held it up to my body to look at it in the mirror and the shirt i had on was covered. haven't washed it yet  so can't speck to that  but i'm guessing it will lose some of that in the wash.,Fine gauge
1,Fits perfectly! super soft and well-made! love the 3/4 sleeves and back drop. i can expect i will wear a lot in this coming fall/winter season in ca. highly recommend!,Fine gauge
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
1,The design is gorgeous and the fabric feels great. not a lot of functionality  then again i did buy the kimono to feel sexy and not to keep warm! i ordered the xsmall/small and feel i should have ordered the med/large. unless you're super tiny/fit  i'd recommend sizing up here. i bet it would still be super flattering a touch larger!,Intimates
1,Cute layered cami. great colors for summer or fall. very light fabric  tends to get a bit staticy. shorter in the back than expected but a good versatile top,Intimates
1,This is a beautiful piece for the price. very well made and flattering. i'm a 34c and usually wear a size 2-4 on top and solid size 4 on bottom. a size small in this fit great. it does not provide any support up top though so be aware of that.,Intimates
1,I love the look of this bra  but unfortunately it is pretty skimpy and sheer. i need a little more padding to define my shape and i wish it had modesty padding. this wasn't for me so i returned it.,Intimates
1,I'm a 32dd  so i wouldn't normally wear a bralette out of the house (not enough support). this bralette is actually very supportive and comfortable. i'm probably going to get at least one more. for reference  i'm a 32dd (small back  big boobs) and a small fit me extremely well.,Intimates
1,"This is a great layering piece. got in orange color and it is really a beautiful shade. i am 5'3"" 36dd and went with a m. very flowy  nice length (more on the short side)  and not see through. i am able to wear without a bra  where the ruffles cover any possible chance of seeing anything ;). i have a black came from another brand and have literally worn it to pieces. goes well under a jacket for work  a kimono  wrap  denim jacket  just anything! i was a bit disappointed it is ""dry clean only""  h",Intimates
1,Oh how i love this bra!! its so comfortable and very flattering. i find that many bralettes totally flatten me out but this one does not. and the floral lace here is just beautiful. the daisy-type flowers look so cute and feminine! i've got it in so many colors now. for sizing  i'm 34b and the s/m fits great.,Intimates
1,This tank is fairly soft and fits true to size. i like that i can pick between a v or round neck  depending on my outfit. it truly offers a profile to layer with anything. the only complaint i have is that the edging wears faster than the rest of the tank. i've trimmed some pilling off of it to keep it looking neat. otherwise  this is one of my favorite tanks  and i have purchase two more so i can always find one when i want it.     this tank has some stretch  so i imagine it fits a range of siz,Intimates
1,Beautiful nightie- looks like its really well made and fits really well. i'm normally a size 6-8 and the m was perfect. definitely recommend.,Intimates
-1,1. this looks so cute on the model  doesn't it? i have no idea where you wear a suit with hot pants  but it looks cute.  2. that said  keep in mind the model is probably 6 feet 10 inches tall. i'm 5 feet 6 inches tall  and this jacket came down to my knees. i'm not kidding. the 3/4 length sleeves were at my wrist  so more like 7/8 sleeves.  3. i'm normally a size 12 in cartonnier jackets  but this only comes s  m or l. the medium is really a size 10  which was too tight across the shoulders and,Jackets
-1,This jacket has cute details. i like the front pockets and color. it has no shape and is about 1 size bigger than marked. i felt like a sack of potatoes in it.,Jackets
-1,While this is cozy and well made  the problem lies with the unavoidable exposure of the inside of the poncho  which looks unfinished. had the inside been lined or had the hue of the stripes continued through the material  the draped look of this piece would be gorgeous. unfortunately  the faded backside of the pattern (a glimpse of it under model's left hand)  viewable through the very large arm holes (and impossible to hide)  disrupts the effortless  fluid feel that a poncho should have. i was,Jackets
-1,I wore this blazer for one day  didn't do anything strenuous  and the fabric started to disintegrate along the back  next to the center seam. it's completely unfixable  since it's not the seam that split but the fabric itself. what a waste of money.    as to the fit  it is a boxy cut through the waist. it looks better unbuttoned than buttoned. the jacket also shows a lot of the shirt you have under it  so it's good over something cute.    or  it would be  if it didn't fall apart.,Jackets
-1,I ordered this vest in xxs  since i am usually an xs and was looking for a bit of a tighter fit on such a loose vest. even then  the vest looked like a large. not only was it incredibly loose - much looser than in looks in the picture - but the arm holes were huge too. it just looked too big  not artfully drapey.,Jackets
-1,"I know this product description says oversized but that's an understatement. i ordered a small and tried it on and i looked like a little kid in their father's jacket. i don't even think an xs would have worked. i'm 5'6"" and about 135 pounds for reference. i will say that the embroidery on the back is very cool and this jacket is overall a cool concept but it's just way too big.",Jackets
-1,The button fell off when i took it out of the bag  and i noticed that all of the thread had unraveled. will be returning :-(,Jackets
-1,After reading the previous reviews i thought sizing down would be a great idea. as soon as i pulled it out of the bag i knew that the xs/s was still wayyy too big. for reference i am 5'3 and a 34ddd and usually wear an 8 but this thing was enormous. it was shapeless and boxy but done so horribly it looked like i was pregnant. it has an adjustable draw string at the bottom which helps to make you look like a balloon. such a disappointment. the design was lovely and it looked very high quality and,Jackets
-1,Beautiful fabric! unfortunately  i had to return it. after just one wear  it had pills all over the side. fabric is too delicate. sad to return!,Jackets
0,The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans  black pants etc and this did not fit that need. it would be a warm jacket if that is a need.,Jackets
0,This design looks really sharp on the image  but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft  with a gray jersey lining  it felt more like a padded jacket than a constructed blazer.      i also thought the cut was small if you have a bust larger than a b  i felt like i was busting out of a size 8  and i am a 34d.,Jackets
0,Should have ordered the xl instead of the large. didn't even come close to being able to button the front but i'm a 34 g. i find sanctuary to run small. beautiful soft green color  fabric is soft too. it is cropped to the waist. decided to return instead of reorder.,Jackets
